bw_date,bw_lat,bw_lon,reef_zone,cloud_cover,bleaching,bleaching_sev,notes
8/2/17,24.6162,-81.39098, Patch Reef, Clear,no,0%,"Temperature decreased from 88.8 on July 18th to 86.57 today, a day after Tropical Storm Emily effected this location.  Poor visibility and quick survey, but no paling seen."
8/2/17,24.82502,-80.68623, Patch Reef, Clear,yes,1-10%,"triannually monitored since May 2015, no bbd, WP: DSTO, DLAB, DCLI, DSTR, UAGA, MMEA, MCAV�DS SSID"
8/3/17,24.77723,-80.73372, Patch Reef, Clear,yes,1-10%,"bottom layer warmer and murky - picnocline/halocline, no disease observed yet plenty of brain and boulder corlas.  Healthy new DCYL.  Large old colony 20% live, a but pale."
8/10/17,24.72285,-80.86167,Bank Reef, Partly Cloudy,yes,1-10% ,no disease!
8/11/17,24.44497,-81.92632,Bank Reef,partly cloudy,yes,1-10%,
8/12/17,24.45448,-81.85752,Bank Reef,partly cloudy,yes,1-10%,
8/12/17,24.86973,-80.57028, Other/Don't Know, Clear,yes,1-10%,There was no disease and no dead coral. There was barely any bleaching.
8/12/17,24.88945,-80.5566, Patch Reef, Not Provided,yes,11-30%,There was a large amount of disease but very few dead corals.
8/12/17,25.13937,-80.29402,Bank Reef, Not Provided,yes,1-10%,
8/12/17,24.90213,-80.49713,Bank Reef, Not Provided,yes,1-10%,
8/13/17,24.54267,-81.78968,Patch Reef,partly cloudy,yes,1-10%,
8/13/17,24.54683,-81.40283, Mid-Channel Reef, Clear,yes,1-10%,
8/13/17,24.54683,-81.40283,Bank Reef, Clear,yes,1-10%,
8/13/17,24.54683,-81.40283, Patch Reef, Clear,yes,1-10%,
8/13/17,24.54583,-81.40466,Bank Reef, Not Provided,yes,11-30%,
8/13/17,24.54583,-81.40466, Mid-Channel Reef, Clear,yes,11-30%,
8/13/17,24.54583,-81.40466, Patch Reef, Clear,yes,1-10%,
8/13/17,24.54517,-81.41033, Other/Don't Know, Clear,yes,11-30%,
8/13/17,24.54517,-81.41033, Patch Reef, Clear,yes,1-10%,
8/13/17,24.54517,-81.41033,Bank Reef, Clear,yes,31-50%,
8/14/17,24.66667,-81.07083, Other/Don't Know, Not Provided,yes,1-10%,
8/15/17,25.02193,-80.39638, Patch Reef, Clear,yes,1-10%,
8/15/17,24.55501,-81.43385, Other/Don't Know, Not Provided,yes,1-10%,
8/15/17,24.56383,-81.48141, Other/Don't Know, Not Provided,yes,1-10%,
8/15/17,24.54058,-81.48938, Other/Don't Know, Not Provided,yes,1-10%,10+ Zesto sponges dying or dead.  Less than 10%
8/16/17,24.62153,-81.36273, Other/Don't Know, Not Provided,yes,1-10%,
8/16/17,24.51749,-81.53297, Other/Don't Know, Not Provided,yes,1-10%,
8/16/17,24.55934,-81.50707, Other/Don't Know, Not Provided,no,0%,
8/16/17,24.55873,-81.41227, Other/Don't Know, Not Provided,yes,1-10%,
8/16/17,24.54611,-81.40038, Other/Don't Know, Not Provided,yes,1-10%,
8/16/17,24.82502,-80.68623, Patch Reef, Partly Cloudy,yes,11-30%,"Blotchy: MCAV, SSID�WP:  CNAT, DLAB, DST, DST�DS: SSID�.not sure I saw any MMEA alive, DSTO almost all dead."
8/16/17,24.62518,-81.11187,Bank Reef, Clear,yes,1-10%,Great Star Coral showed most of the bleaching I saw.  Many Knobby Brain Corals exhibited paling.  Saw one coral with possibly black band disease. Saw one Fleshy Coral which was tan instead of the usual green - paling?  A few Common Sea Fans exhibited paling.  I will email photos
8/17/17,24.46977,-81.98033, Other/Don't Know, Not Provided,yes,51-75%,
8/17/17,24.51651,-81.92514, Other/Don't Know, Not Provided,yes,51-75%,
8/17/17,24.6149,-81.39331, Other/Don't Know, Not Provided,yes,1-10%,
8/17/17,24.62623,-81.10908, Other/Don't Know, Not Provided,yes,1-10%,
8/19/17,24.61948,-82.8976, Other/Don't Know, Not Provided,no,0%,
8/19/17,24.6136,-82.8709, Other/Don't Know, Not Provided,yes,11-30%,
8/20/17,24.9354,-80.5495,Bank Reef, Cloudy,yes,1-10%,"Macro Algae had the greatest surface cover, specifically the y-branched"
8/20/17,24.89225,-80.5542,Bank Reef, Not Provided,yes,31-50%,
8/20/17,24.9354,-80.5495, Patch Reef, Cloudy,yes,1-10%,
8/20/17,24.9354,-80.5495, Patch Reef, Mostly Cloudy,yes,11-30%,
8/20/17,24.9354,-80.5495, Patch Reef, Mostly Cloudy,yes,11-30%,
8/20/17,24.9354,-80.5495,Bank Reef, Cloudy,yes,1-10%,
8/20/17,24.89225,-80.5542, Patch Reef, Partly Cloudy,yes,1-10%,
8/20/17,24.8883,-80.54898, Patch Reef, Partly Cloudy,yes,1-10%,
8/20/17,24.8883,-80.54898, Patch Reef, Not Provided,yes,11-30%,
8/20/17,24.931,-80.548,Bank Reef, Cloudy,yes,1-10%,
8/20/17,24.8883,-80.54898, Patch Reef, Partly Cloudy,yes,11-30%,
8/20/17,24.931,-80.548,Bank Reef, Cloudy,yes,1-10%,
8/20/17,24.8883,-80.54898, Other/Don't Know, Partly Cloudy,yes,11-30%,some diseased coral and parrot bites
8/20/17,24.9354,-80.5495, Patch Reef, Cloudy,yes,1-10%,
8/20/17,24.9354,-80.5495, Patch Reef, Not Provided,yes,11-30%,
8/20/17,24.9354,-80.5495, Patch Reef, Partly Cloudy,yes,11-30%,
8/20/17,24.9354,-80.5495, Other/Don't Know, Mostly Cloudy,yes,1-10%,
8/20/17,24.931,-80.548,Bank Reef, Partly Cloudy,yes,1-10%,
8/20/17,24.9939,-80.5369,Bank Reef, Cloudy,yes,1-10%,little mech dam and not too bad paling and death
8/20/17,24.8883,-80.54898, Other/Don't Know, Not Provided,no,0%,
8/20/17,24.8883,-80.54898, Patch Reef, Partly Cloudy,yes,11-30%,
8/20/17,24.9354,-80.5495,Bank Reef, Cloudy,yes,1-10%,
8/20/17,24.89225,-80.5542, Patch Reef, Partly Cloudy,no,0%,reef was healthy
8/22/17,24.44497,-81.92632,Bank Reef,Overcast,no,0%,
8/24/17,24.45448,-81.85752,Bank Reef,Overcast,no,0%,
8/26/17,24.54267,-81.78968,Patch Reef,Overcast,yes,no data,
8/27/17,24.545,-81.41033,Bank Reef, Cloudy,yes,31-50%,
8/27/17,24.545,-81.41033, Mid-Channel Reef, Mostly Cloudy,yes,11-30%,
8/27/17,24.54583,-81.40467,Bank Reef, Not Provided,yes,31-50%,
8/27/17,24.54583,-81.40467, Mid-Channel Reef, Mostly Cloudy,yes,1-10%,
8/27/17,24.54683,-81.40283,Bank Reef, Not Provided,yes,31-50%,
8/27/17,24.54683,-81.40283, Mid-Channel Reef, Mostly Cloudy,yes,11-30%,
8/27/17,24.54517,-81.41033,Bank Reef, Cloudy,yes,11-30%,
8/27/17,24.54583,-81.40467,Bank Reef, Cloudy,yes,11-30%,
8/27/17,24.54683,-81.40283, Other/Don't Know, Not Provided,yes,1-10%,
8/27/17,24.53836,-81.4536, Other/Don't Know, Not Provided,yes,1-10%,
8/27/17,24.53145,-81.48355, Other/Don't Know, Not Provided,yes,1-10%,
8/27/17,24.54662,-81.58752, Mid-Channel Reef, Cloudy,yes,1-10%," THIS WAS MY FIRST TIME DIVING THIS REEF.  I WAS AMAZED AT THE QUANTITY OF SEA URCHINS, THE QUANTITY AND VARIATY OF ANEMONES, AND THE LARGE SIZE OF THE SEA FANS AND OTHER GORGONIANS."
8/28/17,24.52273,-81.52167,Bank Reef, Partly Cloudy,yes,1-10%,THIS SECTION OF THE REEF HAD RELATIVELY FEW LIVE CORALS.  VERY DEPRESSING TO SEE SO MANY REMAINS OF OLD ELKHORN AND STAGHORN CORALS.
8/28/17,24.51154,-81.56699,Bank Reef, Clear,yes,1-10%,
9/20/17,25.13937,-80.29402,Bank Reef, Partly Cloudy,yes,11-30%,Extensive bleaching/mortality on local elkhorn thickets. Mortality and stress likely due to stress related to hurricane Irma. Large colonies of elkhorn have been dislodged and flipped or displaced throughout the reef.
9/20/17,25.00903,-80.37827,Bank Reef, Partly Cloudy,yes,1-10%,"Extensive damage over the reef following hurricane Irma. Almost all of the sand has been displaced from the reef. Notable lesions are present on many corals (particularly on boulders and branching). Lesions do not appear to be bleaching-related, many are multi focal  and look like the underlying skeleton was damaged as well. Field observation suggests possibly sand-blast damage or moving debris damage. Smaller colonies of coral show typical patterns of bleaching to be expected with the time of year.  However, it is often difficult to discern bleaching from hurricane damage on many colonies."
9/20/17,25.0353,-80.3473,Bank Reef, Partly Cloudy,yes,1-10%,Hurricane damage present on French Reef following hurricane Irma. The majority of the sand has been removed from the site. Most large boulder corals appear intact compared to shallower reef sites along the Keys. Some paliing present on the shallower areas of the reef.
9/21/17,24.44488,-81.92648,Bank Reef, Clear,no,0%,no noticable damage
9/23/17,24.45435,-81.85757,Bank Reef, Clear,no,0%,no noticable damage
9/23/17,24.5425,-81.7898,patch reef, Clear,yes,1-10%,no noticable damage
9/26/17,24.45207,-81.8769, Other/Don't Know, Not Provided,yes,1-10%,some abrasions and wash outs in the reef.  A couple of overturned corals
9/27/17,24.45983,-81.85773, Other/Don't Know, Not Provided,yes,1-10%,some abrasions and wash outs in the reef.  A couple of overturned corals
9/28/17,24.4591,-81.84433, Other/Don't Know, Not Provided,yes,1-10%,some abrasions and wash outs in the reef.  A couple of overturned corals
9/28/17,24.6352,-82.92139, Patch Reef, Partly Cloudy,yes,11-30%,"1 colony of MYCE partial bleaching, 1 colony of ACER at the site with a white disease on tip of branch with about 25% of colony recent dead.  BB on OFAF and OANN on about 5% colonies.  Unknown diffuse multifocal disease on OFAV on 20%.  No signs of recent death attributed to the disease.  2 colonies overturned.  No obviouse signs of abrasion or sedimentation.  About 15% of gorgoes uprooted.  1 Colony of OFAV with broken chunk."
9/28/17,24.62337,82.87439,Bank Reef, Clear,yes,1-10%,"Paling and some disease on gorgonians - about 5%, about 50% of gorgonians uprooted, destroyed, broken, or squished, About 20% of corals along moat wall were flipped or dislodged, About 10% of corals had sedimentation over live tissue, No stony coral disease observed, PCLIV - about 30% paling, PAST - 1% paling, Palythoa - about 10% uprooted, some with possible disease, SSID - 1% bleached, some with recent mortality, 1 colony of PCLIV had about 20% recent death from partial burial and abrasion"
9/29/17,24.62395,-82.86623, Patch Reef, Cloudy,yes,1-10%,"Palmata site - almost all APAL and ACER fragmented, moved, buried, or overturned.  Karen Neely has details on her survey site.No disease observed.  All other species look healthy."
9/30/17,24.70249,-82.79937, Patch Reef, Cloudy,yes,1-10%,"ACER - 25% bleaching, 20% recently fragmented, no disease on stony corals, 10% bleaching on bouldering corals - OFAV, SSID, MCAV, 1 colony of OFAV overturned"
9/30/17,24.61362,-82.8706, Hardbottom, Cloudy,yes,1-10%,"3 observed corals were overturned/recently tumbled.  2 of those were recently dead (PSTR), with 1 PAST bleached, but alive.  No disease was observed aside from on DCYL.  Karen Neely documented each DCYL colony at the site.  About 5% of PAST were bleached/pale.  About 10% of colonies had signs of abrasion and recent death on the lower areas near the substrate"
10/1/17,24.45528,-82.89833, Hardbottom, Mostly Cloudy,yes,1-10%,About 3% of ACER had white band disease on blocks in nursery. No disease was observed on other species.  1% of ACER was fragmented from Irma.  About 5 % of coral on reef had abrasion alond bottom surfaces.
10/1/17,24.66122,-80.98342, Other/Don't Know, Not Provided,yes,no data,"Some corals showed some sand abrasion.� MCAVs looked great, and often had polyps out. �Sand was washed out.� Almost No Algae was observed.� Did not notice any overturned corals, but we were deep."
10/16/17,24.53836,-81.4536, Other/Don't Know, Not Provided,yes,1-10%,Mostly SSID showing signs of paling/partial bleached.  Lots of gorgoes/sea fans missing.  Reef looked scoured.  More lionfish than usual.
10/16/17,24.52619,-81.50423, Other/Don't Know, Not Provided,yes,1-10%,Mostly SSID showing signs of paling/partial bleached.  Lots of gorgoes/sea fans missing.  Reef looked scoured.  More lionfish than usual.
10/16/17,24.55245,-81.38409, Other/Don't Know, Not Provided,yes,1-10%,Mostly SSID showing signs of paling/partial bleached.  Lots of gorgoes/sea fans missing.  Reef looked scoured.  Several corals knocked over.  ACER mostly gone.
10/17/17,24.44483,-81.92653, Other/Don't Know,Partly Cloudy,no,0%,Reef looks pretty good.  Very little if any hurrican damage.
10/17/17,24.45433,-81.85775, Other/Don't Know,Partly Cloudy,yes,1-10%,Water is cooling off.  No hurricane damage to the reef observed.  The soft corals look especially good.
10/17/17,24.54255,-81.78992, Other/Don't Know,Partly Cloudy,no,0%,Corals had good color.
10/18/17,24.45207,-81.8769, Other/Don't Know, Not Provided,yes,no data,
10/19/17,24.45983,-81.85773, Other/Don't Know, Not Provided,no,0%,
10/23/17,24.48078,-81.71164, Other/Don't Know, Not Provided,yes,no data,
10/23/17,24.47388,-81.74365, Other/Don't Know, Not Provided,yes,no data,
10/23/17,24.54662,-81.58752, Other/Don't Know, Not Provided,yes,no data,
10/30/17,24.54583,-81.40467, Other/Don't Know, Not Provided,yes,no data,
10/26/17,24.5857,-81.58262, Other/Don't Know, Not Provided,no,0%,
6/2/2018,24.54517,-81.41033, Reef, Partly Cloudy,yes,1-10%,"In the shallow areas, Palythoa was paling and bleached, and gorgonians had spots of paling.  White disease was observed on mound and brain."
6/2/2018,24.6236,-81.41083, Hardbottom, Not Provided,no,0%,
6/4/2018,24.58478,-81.49682, Mid-Channel Reef, Not Provided,no,0%,
6/4/2018,24.56023,-81.50128, Patch Reef, Not Provided,no,0%,
6/4/2018,24.5477,-81.45696, Reef, Not Provided,no,0%,
6/5/2018,24.54667,-81.40214, Reef, Not Provided,no,0%,
6/6/2018,24.45176,-81.87816,Reef, Not Provided,no,0%,
6/6/2018,24.44515,-81.92585,Reef,Partly Cloudy,no,0%,Palythoa paling. Could not find single elkhorn coral.
6/6/2018,24.45435,-81.85772,Hardbottom,Partly Cloudy,no,0%,
6/8/2018,24.54333,-81.78993,Reef,Partly Cloudy,no,0%,
6/8/2018,24.52283,-81.51825, Reef,Partly Cloudy,no,0%,
6/9/2018,24.6236,-81.0775,Hardbottom, Not Provided,no,0%,
6/9/2018,24.82664,-80.81385, Reef, Not Provided,yes,1-10%,Bleached SSID due to weedline settling in and hot water.
6/13/2018,24.52276,-81.51863, Patch Reef, Not Provided,no,0%,
6/13/2018,24.5386,-81.45174, Patch Reef, Not Provided,no,0%,
6/14/2018,24.90046,-80.61723, Patch Reef, Partly Cloudy,no,0%,All brain corals  had disease with very little healthy tissue left.  Around 20 % of the star corals had blotchy patches of disease.
6/14/2018,24.72007,-80.92878, Reef, Partly Cloudy,no,0%,90% of the brain corals had disease but did see a few smaller ones that appeared healthy.  20-40% of the palythoa looked pale to me
6/14/2018,24.51154,-81.56699, Patch Reef, Not Provided,yes,1-10%,
6/15/2018,24.5857,-81.58262, Deep Reef, Not Provided,yes,1-10%,
6/15/2018,24.50722,-81.57046, Reef, Not Provided,yes,1-10%,"Just SSIDS showing signs of stress, blotchy white"
6/15/2018,24.52158,-81.57698, Hardbottom, Not Provided,yes,1-10%,Partial bleaching on SSID's
6/15/2018,24.79661,-80.86867, Reef, Clear,no,0%,"coral diversity limited to Past, Ssid, Srad, Solenastrea, some Occulina; No live brain or boulder corals"
6/15/2018,24.68988,-80.91917, Reef, Clear,no,0%," Dcyl, Mcav, Pstrig, Dlab, Ssid (also dark spot?), white syndrome"
6/16/2018,24.62548,-81.11215, Reef, Clear,no,0%,"White Syndrome: Dcyl, Cnat, Mean (mostly dead), Ofav (early stages), Dlab, Pstrig, SSID"
6/16/2018,25.12343,-80.29711, Other/Don't Know, Partly Cloudy,yes,1-10%,
6/16/2018,24.62355,-82.94247, Patch Reef, Partly Cloudy,no,0%,1 colony had black band disease.  All other corals appeared healthy
6/17/2018,24.63509,-82.92133, Reef, Partly Cloudy,no,0%,"Black band on two or three colonies of OFAV, all in one localized spot"
6/19/2018,24.47375,-81.7441, Reef, Not Provided,no,0%,
6/19/2018,24.5449,-81.41037, Mid-Channel Reef, Not Provided,no,0%,
6/20/2018,24.67852,-81.04212,Reef, Partly Cloudy,no,0%,Most of the brain corals had disease.  A few of the Mound/Boulder corals had spotty white disease
6/20/2018,24.44497,-81.92582,Reef,Partly Cloudy,no,0%,Palythoa bleaching.  Nice elkhorn stand from last year is dead.
6/20/2018,24.45432,-81.85748,Patch Reef,Partly Cloudy,no,0%,
6/20/2018,24.5423,-81.78883, Reef,Partly Cloudy,no,0%,SSID with bull's eye pattern with recent mortality.  Spotty disease
6/20/2018,24.69355,-82.7728,Hardbottom, Clear,no,0%,
6/21/2018,24.51543,-81.39417,Reef,Partly Cloudy,no,0%,
6/21/2018,24.54598,-81.40592, Patch Reef, Not Provided,no,0%,
6/21/2018,24.5384,-81.45338, Patch Reef, Not Provided,no,0%,White disease on several MMEA
6/22/2018,24.58478,-81.49682, Mid-Channel Reef, Not Provided,yes,1-10%,SSID's with blotchy white
6/25/2018,24.56023,-81.50128, Reef, Not Provided,yes,1-10%,SSID's paling and SSID blotchy
6/26/2018,24.69,-80.91908, Deep Reef, Clear,no,0%, Dcyl  2 new lesions since 6/16/2018; white syndrome
6/26/2018,24.75568,-80.7489, Other/Don't Know, Clear,no,0%," Mcav, Ofav, Ssid with white syndrome <1% live coral cover"
6/27/2018,24.68408,-82.89248, Hardbottom, Not Provided,yes,1-10%,"SSID had dark spots and paling; CNAT, MCAV, MMEA had paling."
6/27/2018,24.61362,-82.82085, Reef, Not Provided,no,0%,
6/28/2018,24.5477,-81.45696, Hardbottom, Not Provided,yes,1-10%,SSID's paling and blotchy disease
6/28/2018,24.61362,-82.8706, Patch Reef, Not Provided,yes,1-10%,Paling on 2 colonies of DCYL
6/28/2018,24.77877,-80.73532, Patch Reef, Mostly Cloudy,no,0%,palythoa looked pale
6/29/2018,24.71222,-82.7951, Hardbottom, Not Provided,yes,1-10%,SSID paling.  SSID with Dark Spots.
6/29/2018,24.70249,-82.79937, Patch Reef, Not Provided,no,0%,
6/29/2018,24.77877,-80.73532, Reef, Clear,no,0%, Ssid BBD
6/30/2018,24.6503,-82.89378, Reef, Not Provided,yes,1-10%,"Paling on CNAT, SSID, MCAV"
7/1/2018,25.13845,-80.28946, Patch Reef, Clear,yes,1-10%,"Mild bleaching through site, associated with some patches of palythoa. Notable white disease on a few boulder coral colonies particularly on OFAV"
7/2/2018,24.66525,-82.85274, Other/Don't Know, Not Provided,yes,1-10%,"Paling on EFAS, CNAT, UAGA, MMEA, SBOU, SSID."
7/2/2018,24.67026,-82.81805, Reef, Not Provided,yes,1-10%,Approx. 1% of SSID and PAST paling
7/2/2018,24.6624,-82.83684,no data, Not Provided,no,0%,
7/2/2018,24.56306,-81.40049,no data, Not Provided,yes,1-10%,1 MMEA with tissue loss disease with more than 10 healthy ones and 1 pseudodiploria spp with tissue loss
7/2/2018,24.44512,-81.92592,no data,partly cloudy,no,0%,
7/2/2018,24.45442,-81.8577,no data,partly cloudy,no,0%,
7/2/2018,24.54268,-81.78987,,partly cloudy,no,0%,
7/2/2018,24.5453,-81.41055,no data,partly cloudy,yes,1-10%,white spot on SSID and brain corals.  Pillar coral looks good.
7/3/2018,24.61002,-82.94858, Patch Reef, Not Provided,yes,1-10%,"paling on SSID, PAST, MMEA, SRAD, PCLIV, MCAV.  Palythoa also paling"
7/3/2018,24.61437,-82.94967, Patch Reef, Not Provided,yes,1-10%,"Paling on SSID, PAST, MMEA, PCLIV, MCAV.  Palythoa also paling"
7/4/2018,24.66928,-82.90847, Reef, Not Provided,yes,1-10%,
7/5/2018,24.52158,-81.57698,no data, Not Provided,yes,1-10%,"1 SSID with potential Tissue Loss Disease/lots of blotchy SSID's, some SSID's paling, no DSTO/MMEA affected"
7/5/2018,24.58562,-81.58162,no data, Not Provided,yes,1-10%,"1 DSTO with tissue loss/lots of blotchy/DS SSID's, and some paling"
7/10/2018,24.62548,-81.11178, Reef, Clear,yes,1-10%," Mcav, Ofav paling.  Dcyl, Cnat, Mcav, Dlab, Ofav, Pstri, Ssid tissue loss disease.  SSID with BBD and darks spot.  No line MMEA"
7/10/2018,24.68188,-80.97092, Reef, Clear,yes,1-10%," Mcav, Ofav, Ssid paling  Dcyl, Mcav, Cnat, Dlab, Pstri, Ssid tissue loss disease"
7/10/2018,24.68988,-80.91917, Reef, Partly Cloudy,no,0%," Dcyl, Mcav, Pstri, Ssid, Cnat tissue loss disease"
7/10/2018,24.58908,-81.24203,no data, Not Provided,yes,1-10%,"5+ MMEA , 1+ DSTO, 2 PCLI, 1 CNAT with Tissue Loss Disease, SSID's paling/blotchy"
7/10/2018,24.56867,-81.32655,no data, Not Provided,yes,1-10%,
7/10/2018,24.54667,-81.40214,no data, Not Provided,no,0%,
7/10/2018,24.53051,-81.48734,no data, Not Provided,no,0%,
7/10/2018,24.51036,-81.56991,no data, Not Provided,yes,1-10%,
7/10/2018,24.49305,-81.65961,no data, Not Provided,yes,1-10%,
7/10/2018,24.48268,-81.70334,no data, Not Provided,no,0%,
7/11/2018,24.47408,-81.7426,no data, Not Provided,yes,1-10%,
7/11/2018,24.45948,-81.84412,no data, Not Provided,no,0%,
7/11/2018,24.62815,-82.87481, Other/Don't Know, Not Provided,no,0%,Palythoa is paling.  Moat wall is covered in PCLIV and PSTR.  All corals observed on the exterior portion of the moat are non-bleached.
7/11/2018,24.44528,-81.92523,no data,partly cloudy,no,0%,
7/11/2018,24.45422,-81.85745,no data,partly cloudy,no,0%,Palythoa
7/11/2018,24.58478,-81.49682,no data, Not Provided,yes,1-10%,
7/11/2018,24.56023,-81.50128,no data, Not Provided,yes,1-10%,
7/11/2018,24.62355,-82.94247, Other/Don't Know, Partly Cloudy,yes,1-10%,Black band on three colonies of PSTR.   About 5% of PSTR and DLAB were paling
7/12/2018,24.68988,-80.91917, Other/Don't Know, Not Provided,yes,11-30%,"One OFAV bleached in a few areas, pale in others. Also had small amounts of disease"
7/15/18,24.68148,-80.9706, Other/Don't Know, Not Provided,yes,31-50%,"Most DCYL pale. (Also almost all diseased). Disease also on CNAT, SSID."
7/15/2018,24.5477,-81.45696,no data, Not Provided,yes,1-10%,
7/15/2018,24.55268,-81.3823,no data, Not Provided,yes,1-10%,MMEA
7/16/2018,24.5384,-81.45338,no data, Not Provided,yes,1-10%,DSTO
7/16/2018,24.54257,-81.78968,no data,partly cloudy,no,0%,
7/16/18,24.89123,-80.5588, Reef, Not Provided,yes,31-50%,
7/16/18,25.01051,-80.37491, Reef, Partly Cloudy,yes,1-10%,
7/16/18,25.03407,-80.34837, Reef, Partly Cloudy,no,0%,
7/17/2018,24.88165,-80.57797, Patch Reef, Not Provided,yes,1-10%,
7/17/2018,24.45422,-81.85745, Reef, Partly Cloudy,yes,31-50%,"White disease observed on P. strigosa, D. labyrinthiformis, O. faveolata, and D. stokesi. Disease only observed on one DSTO colony--other DSTO colonies were present and while some were pale, they did not appear diseased. Multiple M. meandrites colonies were observed with no signs of disease (though some paling, in some cases in distinct patches). Disease margins were generally moving up from an outer edge of colonies, radiating from multiple loci all over colonies. Rather than"
7/18/2018,24.45295,-81.87577, Reef, Partly Cloudy,yes,31-50%,Some pale Palythoa observed.
7/18/2018,24.54508,-81.41047, Reef, Partly Cloudy,yes,1-10%,
7/19/18,24.54508,-81.41047, Other/Don't Know, Not Provided,yes,1-10%,
7/20/18,24.54508,-81.41047, Reef, Not Provided,yes,1-10%,
7/20/18,24.54508,-81.41047, Reef, Partly Cloudy,yes,1-10%,
7/20/18,24.53853,-81.452,no data,partly cloudy,yes,1-10%,
7/21/18,24.54445,-81.40973, Reef, Clear,yes,11-30%,One had White  (Tissue) and Black Band Disease. (See image) Paly was bleached.  Fire was doing well.
7/21/18,24.68988,-80.91917, Reef, Partly Cloudy,yes,1-10%," Pale: Dcyl, Ofav, Mcav, Pstr, Sol Tissue Loss:  Dcyl, Ofav, Mcav"
7/22/18,24.68188,-80.97092, Reef, Partly Cloudy,yes,1-10%," Pale: Dcyl, Ssid, Pstr, Dlab, palythoa PB:  OFAV, TLD SSID, CNAT OFAV, MCAV, DLAB"
7/22/18,24.6262,-81.1092, Reef, Partly Cloudy,yes,11-30%," Pale: Dcyl, Cnat, Mcav, Pstr  PB: Millipora  TLD:  DCYL, CNAT, MCAV, PSTR  BBD: MCAV"
7/22/18,25.10752,-80.30665, Reef, Not Provided,yes,1-10%,
7/22/18,24.62548,-81.11215, Reef, Partly Cloudy,yes,1-10%,"Pale:  Dcyl, Mcav, Dlab, A. americana, palythoa, PB: Millipora, TLD: DCYL, SSID, MCAV, CNAT, DLAB BBD: MCAV"
7/23/2018,24.68013,-82.88552, Patch Reef, Not Provided,yes,1-10%,"One colony of MCAV had the white disease affecting the edges.  One colony of CNAT had the wasting disease.  Both the MCAV and CNAT were in early phases with <10% recent death.  Four or five colonies of SSID had the white blotch disease though several others had dark spots.  About 10% of SSID were paling/bleaching.  MMEA was bleached white.  We have some photos, but the internet at the fort isn't good enough to attach them... Meaghan will have them if you want them."
7/25/18,24.68682,-82.90733, Patch Reef, Not Provided,yes,1-10%,"There was one colony of OFRA on Davis Rock that had the white edge disease along the boarder.  Overall, it affected roughly 10% of the colony, but was seen in several sections of the colony.  There was no other white disease on Davis Rock.  Three colonies of SSID had the white blotch disease and about five colonies had dark spots.  Paling was similar to Texas with approximately 10% of SSID pale."
7/25/18,24.52811,-81.49477, Reef, Clear,yes,11-30%," Pale: Dcyl, Dsto, Pstr, Mcav, Mmea"
7/25/18,24.53072,-81.48631, Reef, Clear,yes,11-30%," Pale: Dcyl, Mmea, Pstr, Dsto, Mcav, Ofav, Dlab TLD: DCYL, MMEA, DSD MMEA, DLAB, WP? DSTO"
7/25/18,24.5453,-81.41033, Reef, Clear,yes,11-30%," Pale: Dcyl, Ofav, Dlab, Mcav, Mmea, Pstr, Dsto, palythoa PB: Millipora, TLD: Cnat, ofav, Pstr, Mmea, Dlab, Ssid, Dsto, Mcav DSD: SSID"
7/25/18,24.56029,-81.3504, Reef, Clear,yes,11-30%," Paling: Dcyl, Ofav, Mcav DSD: SSID, TLD: DCYL"
7/25/18,24.67032,-82.9261, Patch Reef, Not Provided,yes,1-10%,"one observed colony of MCAV had edges that were just beginning to show signs of disease.  Approximately 5% of SSID had either the white blotch or black band.  SSID, MMEA, ALAM had various levels of paling/bleaching."
7/26/18,24.66922,-82.92758, Other/Don't Know, Not Provided,yes,1-10%,"one colony of MFRA with the wasting disease.  A few colonies of SSID were diseased, though none had recent mortality.  One colony of UAGA had a weird disease that I have not seen before.  It had both dark and light blotches as well as blotches of healthy tissue.   SSID, MMEA, ALAM had various levels of  paling/bleaching.  The site was 75' and had approx. 5% live coral cover, survey time was 25 minutes."
7/26/18,24.66708,-82.92623, Reef, Not Provided,yes,1-10%, I was not on this dive.  The interns reported various white diseases with approx. 10-15% of colonies affected.  This site has really high coral cover and is composed of mainly large bolder corals.  The site was 55' deep and the survey time was 40 min.
7/26/18,24.65104,-82.92339, Patch Reef, Not Provided,yes,1-10%,"The only observed disease was DS on 1 colony of SSID.  Overall there was about 2% live coral cover mainly consisting of SSID, MMEA, OFAV, CNAT, PSTR, and PCLIV.  Paling was only on SSID and MMEA.  The site was 37' deep and the survey time was 35 minutes."
7/26/18,24.61532,-82.8674, Reef, Not Provided,yes,1-10%,
7/26/18,24.6175,-82.86727, Reef, Not Provided,yes,1-10%,"75% of SSID was pale.  2 SSID had White Blotch (SWBD), 1 PSTR had scleractinian tissue loss disease (STLD)"
7/26/18,24.65452,-82.92332, Patch Reef, Not Provided,yes,1-10%,2 colonies of SSID had white blotch.  One colony of OFRA had Montastrea bleaching margin disease.  50% of SSID were pale
7/27/18,24.643,-82.93087, Patch Reef, Not Provided,yes,1-10%,"75% of SSID were pale; 20% of MCAV were pale; 1 PSTR had Scleractinian TLD, 5% of SSID had white blotch"
7/27/18,24.6159,-81.39357,Inshore Patch,partly cloudy,yes,51-75%,
